"","Curso","Turno","Ensino médio","Opinião","Renda","Nota ENEM","IAA"
"9543","Produção","Diurno","Somente em pública","Satisfeito",1.35,620,5.518
"9544","Produção","Integral","Maior parte em pública","Muito insatisfeito",1.88,665,5.437
"9545","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.45,530,4.794
"9546","Química","Integral","Somente em pública","Satisfeito",1.43,584,5.158
"9547","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.03,305,3.476
"9548","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.03,454,4.514
"9549","Mecânica","Diurno","Somente em pública","Indiferente",1.74,596,5.134
"9550","Civil","Noturno","Somente em particular","Muito satisfeito",1.03,277,3.337
"9551","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.03,382,3.547
"9552","Mecânica","Integral","Somente em pública","Muito insatisfeito",2.88,745,5.977
"9553","Computação","Noturno","Somente em particular","Muito satisfeito",1.09,518,4.844
"9554","Química","Integral","Somente em pública","Satisfeito",2.47,743,5.873
"9555","Produção","Integral","Somente em pública","Satisfeito",1.91,428,3.73
"9556","Química","Integral","Somente em pública","Insatisfeito",2.73,688,6.07
"9557","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.51,374,3.818
"9558","Produção","Diurno","Somente em pública","Muito satisfeito",1.22,316,3.448
"9559","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,211,2.899
"9560","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.29,484,4.394
"9561","Mecânica","Integral","Maior parte em particular","Indiferente",1.7,578,5.376
"9562","Produção","Diurno","Somente em pública","Satisfeito",1.36,422,4.089
"9563","Produção","Diurno","Somente em pública","Indiferente",1.2,482,4.475
"9564","Produção","Integral","Maior parte em particular","Insatisfeito",3.84,649,5.263
"9565","Computação","Noturno","Somente em particular","Muito satisfeito",1.01,220,2.732
"9566","Química","Noturno","Somente em pública","Muito satisfeito",1.22,356,3.797
"9567","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.23,572,4.933
"9568","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",1.61,706,5.846
"9569","Elétrica","Diurno","Somente em pública","Satisfeito",1.46,457,4.379
"9570","Civil","Noturno","Somente em particular","Muito satisfeito",1,232,2.788
"9571","Computação","Noturno","Somente em pública","Muito satisfeito",1.15,602,5.612
"9572","Computação","Noturno","Somente em particular","Muito satisfeito",1.05,458,4.336
"9573","Civil","Noturno","Somente em pública","Satisfeito",1.1,848,6.546
"9574","Civil","Noturno","Somente em particular","Muito satisfeito",1.07,502,4.734
"9575","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,140,2.072
"9576","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,532,5.195
"9577","Computação","Noturno","Somente em pública","Muito satisfeito",1.07,464,3.964
"9578","Química","Noturno","Somente em pública","Satisfeito",1.21,700,5.95
"9579","Computação","Noturno","Somente em pública","Muito satisfeito",1.08,386,3.912
"9580","Civil","Noturno","Somente em pública","Muito satisfeito",1.04,353,4.072
"9581","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",3.44,508,4.878
"9582","Mecânica","Integral","Maior parte em particular","Insatisfeito",2.03,568,4.899
"9583","Química","Diurno","Somente em pública","Indiferente",1.74,550,5.133
"9584","Computação","Noturno","Somente em pública","Muito satisfeito",1.04,422,4.33
"9585","Civil","Noturno","Somente em particular","Muito satisfeito",1.3,469,4.482
"9586","Computação","Noturno","Somente em particular","Muito satisfeito",1.04,295,2.944
"9587","Computação","Noturno","Somente em particular","Muito satisfeito",1.31,481,4.841
"9588","Produção","Integral","Maior parte em particular","Insatisfeito",3.03,694,5.578
"9589","Mecânica","Diurno","Somente em pública","Indiferente",2.04,479,4.664
"9590","Computação","Noturno","Somente em pública","Muito satisfeito",1,466,4.648
"9591","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",4.02,539,4.488
"9592","Química","Noturno","Somente em pública","Muito satisfeito",1.39,595,5.81
"9593","Química","Noturno","Somente em pública","Muito satisfeito",1.12,410,4.077
"9594","Produção","Noturno","Somente em particular","Satisfeito",1.68,578,5.186
"9595","Produção","Diurno","Somente em pública","Insatisfeito",2.71,761,6.68
"9596","Química","Noturno","Somente em pública","Satisfeito",1.09,439,4.471
"9597","Civil","Diurno","Somente em pública","Muito satisfeito",1.11,587,5.444
"9598","Química","Integral","Maior parte em pública","Muito insatisfeito",3.47,583,5.007
"9599","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.1,268,3.047
"9600","Química","Noturno","Somente em pública","Muito satisfeito",1.16,355,3.562
"9601","Mecânica","Integral","Maior parte em particular","Insatisfeito",1.46,610,4.789
"9602","Química","Diurno","Somente em pública","Satisfeito",1.9,520,4.898
"9603","Computação","Noturno","Somente em particular","Muito satisfeito",1.16,227,2.872
"9604","Química","Diurno","Somente em pública","Muito satisfeito",1.57,514,4.998
"9605","Mecânica","Diurno","Maior parte em particular","Indiferente",1.48,475,4.837
"9606","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.22,497,4.544
"9607","Elétrica","Integral","Maior parte em pública","Indiferente",2.59,572,5.104
"9608","Elétrica","Noturno","Somente em pública","Satisfeito",1.57,515,5.093
"9609","Mecânica","Integral","Somente em pública","Insatisfeito",2.22,577,5.005
"9610","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.03,517,4.904
"9611","Elétrica","Diurno",NA,"Muito satisfeito",1.44,359,3.835
"9612","Produção","Integral","Maior parte em particular","Insatisfeito",2.35,539,5.352
"9613","Química","Diurno","Somente em pública","Indiferente",1.76,514,4.768
"9614","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,308,3.249
"9615","Química","Integral","Maior parte em pública","Indiferente",1.52,581,5.05
"9616","Química","Noturno","Somente em particular","Muito satisfeito",1.02,422,3.666
"9617","Computação","Noturno","Somente em pública","Muito satisfeito",1.03,502,4.663
"9618","Produção","Integral","Maior parte em pública","Insatisfeito",2.34,748,6.202
"9619","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.02,475,4.496
"9620","Produção","Diurno","Somente em pública","Muito satisfeito",4.92,428,4.272
"9621","Mecânica","Diurno","Somente em pública","Insatisfeito",2.88,709,6.084
"9622","Produção","Noturno","Somente em pública","Satisfeito",1.12,253,3.585
"9623","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",4.62,770,6.363
"9624","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.04,428,4.344
"9625","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.02,209,2.755
"9626","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",2.52,560,5.103
"9627","Produção","Diurno","Somente em pública","Satisfeito",1.29,664,5.729
"9628","Química","Integral","Maior parte em pública","Insatisfeito",1.14,463,4.422
"9629","Química","Noturno","Somente em pública","Satisfeito",1.21,260,2.961
"9630","Mecânica","Integral","Maior parte em particular","Indiferente",1.78,632,5.832
"9631","Mecânica","Integral","Maior parte em particular","Insatisfeito",3.61,755,6.716
"9632","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",8.52,808,6.945
"9633","Química","Diurno","Somente em pública","Muito satisfeito",1.8,460,4.514
"9634","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.12,446,4.278
"9635","Química","Integral","Maior parte em particular","Indiferente",1.39,472,4.676
"9636",NA,"Diurno","Maior parte em particular","Indiferente",1.19,452,4.243
"9637","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.08,335,4.274
"9638","Computação","Noturno","Somente em particular","Muito satisfeito",1.01,235,3.201
"9639","Civil","Noturno","Somente em pública","Muito satisfeito",1.1,400,3.863
"9640","Computação","Noturno","Somente em pública","Muito satisfeito",1.07,313,3.245
"9641","Produção","Noturno","Somente em particular","Muito satisfeito",1.14,196,2.436
"9642","Mecânica","Noturno","Somente em pública","Satisfeito",1.1,548,4.863
"9643","Civil","Noturno","Somente em pública","Muito satisfeito",1.33,479,4.563
"9644","Química","Diurno","Somente em pública","Satisfeito",1.49,846,6.994
"9645","Computação",NA,"Somente em pública","Satisfeito",1.63,490,4.539
"9646","Civil","Noturno","Somente em pública","Muito satisfeito",1.51,689,6.06
"9647","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",3.24,796,6.47
"9648","Civil","Noturno","Somente em particular","Muito satisfeito",1.07,499,4.651
"9649","Computação","Noturno","Somente em pública","Muito satisfeito",1.12,496,4.875
"9650","Produção","Noturno","Somente em pública","Muito satisfeito",1.04,541,4.719
"9651","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",8.38,754,6.533
"9652","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",2.43,662,6.086
"9653","Química","Diurno","Somente em pública","Muito satisfeito",1.61,578,5.591
"9654","Mecânica","Integral","Maior parte em particular","Insatisfeito",1.32,574,5.428
"9655","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,353,3.683
"9656","Química","Integral","Maior parte em particular","Indiferente",1.68,593,5.767
"9657","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",3.92,673,5.939
"9658","Química","Integral","Maior parte em pública","Insatisfeito",1.57,703,6.169
"9659","Produção","Diurno","Somente em pública","Satisfeito",1.19,490,4.877
"9660","Computação","Noturno","Somente em pública","Muito satisfeito",1.19,494,4.687
"9661","Química","Noturno","Somente em pública","Satisfeito",1.14,467,4.698
"9662","Computação","Diurno","Somente em pública","Muito satisfeito",1.09,335,3.736
"9663","Mecânica","Integral","Maior parte em particular","Indiferente",1.48,508,5.091
"9664","Produção","Integral","Maior parte em pública","Muito insatisfeito",5.06,725,6.125
"9665","Química","Diurno","Somente em pública","Satisfeito",1.28,490,4.567
"9666","Produção","Integral","Maior parte em particular","Insatisfeito",1.57,559,4.856
"9667","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.14,433,4.114
"9668","Computação","Noturno","Somente em particular","Muito satisfeito",1.03,388,3.937
"9669","Produção","Diurno","Maior parte em particular","Indiferente",1.73,511,4.981
"9670","Produção","Integral","Maior parte em pública","Muito insatisfeito",2.86,739,6.319
"9671","Mecânica","Integral","Somente em pública","Insatisfeito",4.74,721,5.787
"9672","Computação","Noturno","Somente em pública","Muito satisfeito",1.02,292,3.348
"9673","Química","Noturno","Somente em pública","Muito satisfeito",1.04,308,3.552
"9674","Química","Diurno","Somente em pública","Indiferente",1.43,566,5.112
"9675","Computação","Diurno","Somente em pública","Satisfeito",1.18,475,4.033
"9676","Elétrica","Noturno","Somente em pública","Satisfeito",1.02,457,4.944
"9677","Civil","Diurno","Somente em pública","Muito satisfeito",1.48,592,5.396
"9678","Civil","Noturno","Somente em particular","Muito satisfeito",1.08,328,3.016
"9679","Produção","Noturno","Somente em pública","Muito satisfeito",1.04,419,3.874
"9680","Elétrica","Noturno","Somente em particular","Muito satisfeito",10.1,446,4.315
"9681","Civil","Noturno","Somente em pública","Muito satisfeito",1.22,409,4.655
"9682","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.06,601,5.306
"9683","Mecânica","Integral","Maior parte em particular","Insatisfeito",1.9,617,4.886
"9684","Civil","Integral","Maior parte em particular","Satisfeito",1.27,539,4.968
"9685","Química","Diurno","Somente em pública","Satisfeito",1.26,341,3.208
"9686","Mecânica","Integral","Maior parte em particular","Insatisfeito",1.9,554,5.212
"9687","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",3.33,664,5.767
"9688","Civil","Diurno","Maior parte em particular","Indiferente",1.72,478,4.67
"9689","Civil","Diurno","Maior parte em particular","Indiferente",1.37,398,3.863
"9690","Civil","Noturno","Somente em pública","Satisfeito",1.36,467,4.244
"9691","Química","Diurno","Maior parte em particular","Insatisfeito",1.17,523,5.079
"9692","Civil","Noturno","Somente em pública","Muito satisfeito",NA,278,3.31
"9693","Civil","Noturno","Somente em pública","Muito satisfeito",1.05,467,4.016
"9694","Química","Diurno","Maior parte em particular","Indiferente",1.24,472,4.306
"9695","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,191,2.223
"9696","Civil","Integral","Somente em pública","Satisfeito",1.24,464,4.301
"9697","Química","Diurno","Maior parte em particular","Satisfeito",1.04,376,3.695
"9698","Química","Integral","Somente em pública","Insatisfeito",1.55,710,5.989
"9699","Produção","Integral","Maior parte em particular","Satisfeito",1.65,361,4.343
"9700","Química","Integral","Somente em pública","Indiferente",2.01,664,5.376
"9701","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.04,316,3.501
"9702","Civil","Noturno","Somente em particular","Muito satisfeito",1.07,338,3.818
"9703","Química","Noturno","Somente em pública","Muito satisfeito",1.01,356,3.523
"9704","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,218,2.741
"9705","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",2.92,851,6.397
"9706","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.06,92,1.941
"9707","Civil","Diurno","Somente em pública","Satisfeito",1.04,506,4.27
"9708","Computação","Integral","Maior parte em pública","Insatisfeito",2.34,563,4.734
"9709","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",4.68,743,6.079
"9710","Química","Integral","Maior parte em pública","Insatisfeito",2.48,302,3.514
"9711","Computação","Noturno","Somente em particular","Muito satisfeito",1,317,3.739
"9712","Mecânica","Integral","Somente em pública","Indiferente",1.38,589,4.568
"9713","Química","Noturno","Somente em pública","Satisfeito",1.22,329,3.458
"9714","Computação","Integral","Somente em pública","Indiferente",2.19,505,4.463
"9715","Produção","Integral","Maior parte em particular","Insatisfeito",3.37,718,6.11
"9716","Produção","Integral","Somente em pública","Insatisfeito",2.15,532,4.828
"9717","Civil","Noturno","Somente em pública","Satisfeito",1.34,424,4.327
"9718","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,421,4.09
